Name;Platform;Genre;Global_Sales;User_Score;User_Count;Rating;;
Mobile Suit Gundam Side Story III: Sabakareshi Mono;SAT;Shooter;0.15;;;;;
Super Street Fighter II;GEN;Fighting;0.15;;;;;
Deponia;PC;Adventure;0.15;8.2;307;;;
Metal Gear Solid: Peace Walker HD Edition;PS3;Action;0.15;8;60;T;;
Battle Stadium D.O.N;PS2;Fighting;0.15;;;;;
Ridge Racer DS;DS;Racing;0.15;6.7;7;E;;
High Velocity Bowling;PS3;Sports;0.15;8.1;23;E10+;;
LEGO Harry Potter Collection;PS4;Action;0.15;8.1;7;E10+;;
The Quest Trio;DS;Puzzle;0.15;tbd;;E;;
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!;PS;Sports;0.15;;;;;
Brain Boost: Beta Wave;DS;Puzzle;0.15;2.5;4;E;;
Power Pro Kun Pocket 9;DS;Sports;0.15;;;;;
Shenmue II;DC;Adventure;0.15;9.4;201;T;;
Armored Core: For Answer;X360;Simulation;0.15;7.7;38;T;;
Sumikko Gurashi: Omise Hajimerundesu;3DS;Action;0.15;;;;;
Major League Baseball 2K8;PS2;Sports;0.15;6.5;4;E;;
Capcom Classics Collection;XB;Misc;0.15;tbd;;T;;
Fugitive Hunter: War on Terror;PS2;Shooter;0.15;5;23;M;;
The Incredible Hulk: Ultimate Destruction;GC;Action;0.15;9.1;14;T;;
Candace Kane's Candy Factory;Wii;Action;0.15;tbd;;E;;
Prince of Persia: The Two Thrones;GC;Action;0.15;8.1;22;M;;
Blazing Angels 2: Secret Missions of WWII;PS3;Simulation;0.15;7.2;12;T;;
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable;PSP;Adventure;0.15;;;;;
Pac-Man World 3;XB;Platform;0.15;tbd;;E;;
SNK Arcade Classics Vol. 1;PSP;Misc;0.15;tbd;;T;;
Phantasy Star Online Episode I & II;XB;Role-Playing;0.15;;;;;
All-Star Baseball 2005;XB;Sports;0.15;8.8;12;E;;
The Legend of Heroes: Trails of Cold Steel II;PS3;Role-Playing;0.15;7.8;71;T;;
Sam & Max: Season One;Wii;Adventure;0.15;;;;;
Backyard Sports: Sandlot Sluggers;Wii;Sports;0.15;tbd;;E;;
Batman Begins;GC;Action;0.15;7.2;10;T;;
Yakuza: Ishin;PS4;Action;0.15;;;;;
Nancy Drew: The White Wolf of Icicle Creek;Wii;Adventure;0.15;tbd;;E;;
Toy Story Racer;PS;Racing;0.15;8.7;9;E;;
Disney's Donald Duck: Goin' Quackers;PS;Platform;0.15;7;10;E;;
Mobile Suit Gundam: Perfect One Year War;PS;Strategy;0.15;;;;;
Galerians;PS;Adventure;0.15;;;;;
Ys: The Oath in Felghana;PSP;Role-Playing;0.15;8.3;57;T;;
Crash: Twinsanity;XB;Platform;0.15;8.7;29;E;;
We Dance;Wii;Misc;0.15;tbd;;;;
Space Camp;DS;Action;0.15;tbd;;E;;
DrumMania;PS2;Simulation;0.15;;;;;
Hoppechan: Tsukutte! Asonde! Punipuni Town!!;3DS;Action;0.15;;;;;
Yu-Gi-Oh! Nightmare Troubadour (US sales);DS;Action;0.15;;;;;
SpongeBob's Truth or Square;DS;Action;0.15;tbd;;E;;
Tamagotchi no Narikiri Channel;DS;Role-Playing;0.15;;;;;
Arena Football;XB;Sports;0.15;8.5;10;E10+;;
Power Pro Kun Pocket 1+2;GBA;Sports;0.15;;;;;
Medal of Honor: Infiltrator;GBA;Shooter;0.15;7.2;12;T;;
Skylanders: SuperChargers;Wii;Action;0.15;;;;;
Blazing Dragons;PS;Adventure;0.15;;;;;
Lego Star Wars: The Force Awakens;WiiU;Action;0.15;8;11;E10+;;
Victorious: Hollywood Arts Debut;DS;Misc;0.15;tbd;;E;;
The Wizard of Oz: Beyond The Yellow Brick Road;DS;Role-Playing;0.15;6;4;E;;
Baseball Blast!;Wii;Sports;0.15;;;;;
Super Monkey Ball Deluxe;XB;Misc;0.15;8.2;9;E;;
Shin Megami Tensei: Devil Summoner - Soul Hackers;PS;Role-Playing;0.15;;;;;
Shin Chan: ¡Aventuras de Cine!;DS;Platform;0.15;;;;;
Jurassic: The Hunted;Wii;Shooter;0.15;tbd;;T;;
The Cursed Crusade;X360;Action;0.15;4.4;29;M;;
Charm Girls Club: Pajama Party;Wii;Misc;0.15;tbd;;E;;
SpongeBob's Boating Bash;DS;Misc;0.15;tbd;;E;;
Tamagotchi Collection;DS;Misc;0.15;;;;;
Earth Defense Force 2025;X360;Shooter;0.15;8.1;63;M;;
NHL 2K10;X360;Sports;0.15;7.9;15;E10+;;
White Knight Chronicles: Origins;PSP;Role-Playing;0.15;;;;;
Trivial Pursuit: Bet You Know It;Wii;Misc;0.15;tbd;;T;;
Turbo Prop Racing;PS;Racing;0.15;;;;;
Barbie Superpack: Secret Agent / Groovy Games;GBA;Misc;0.15;;;;;
Tom Clancy's Ghost Recon;GC;Shooter;0.15;5.4;17;M;;
Pac-Man Party 3D;3DS;Misc;0.15;5.4;11;E;;
Dance Dance Revolution (North America);PS;Simulation;0.15;;;;;
Darkstalkers Chronicle: The Chaos Tower;PSP;Fighting;0.15;7.9;25;T;;
WWE '13;Wii;Action;0.15;6;9;T;;
Mad Dash Racing;XB;Racing;0.15;7.7;6;T;;
Bakugan Battle Brawlers: Defenders of the Core;X360;Action;0.15;tbd;;E10+;;
Rayman Origins;3DS;Platform;0.15;6.3;65;E10+;;
Summon Night 5;PSP;Role-Playing;0.15;8.3;6;T;;
MotoGP 2: Ultimate Racing Technology;PS2;Racing;0.15;;;;;
Black * Rock Shooter: The Game;PSP;Role-Playing;0.15;7.2;39;T;;
BMX XXX;PS2;Sports;0.15;4.6;17;M;;
Dragon Ball Z: Idainaru Dragon Ball Densetsu;SAT;Fighting;0.15;;;;;
Sonic Advance & Sonic Pinball Party Combo Pack;GBA;Misc;0.15;;;;;
Boktai: The Sun is in Your Hand;GBA;Role-Playing;0.15;9.6;16;E;;
Making History: The Great War;Wii;Strategy;0.15;;;;;
Guilty Gear X2 #Reload;XB;Fighting;0.15;7.6;12;T;;
Wizardry VII: Gadeia no Houshu;PS;Role-Playing;0.15;;;;;
ReCore;XOne;Action;0.15;6.6;445;T;;
Soldier of Fortune: Payback;PS3;Shooter;0.15;5.4;13;M;;
F1 2012;PC;Racing;0.15;6.9;115;E;;
Elf: The Movie;GBA;Action;0.15;tbd;;E;;
MLB SlugFest 20-03;GC;Sports;0.15;7.5;4;E;;
Tiger Woods PGA Tour;DS;Sports;0.14;7.4;7;E;;
Tamagotchi no Appare! Niji Venture;DS;Role-Playing;0.14;;;;;
Ultimate Board Game Collection;Wii;Misc;0.14;tbd;;E;;
Grabbed by the Ghoulies;XB;Action;0.14;7.3;28;E;;
Cars: Mater-National Championship;X360;Racing;0.14;7.8;6;E;;
Shadow Hearts: From The New World;PS2;Role-Playing;0.14;8.2;33;T;;
Rayman Raving Rabbids;DS;Misc;0.14;6.1;8;E;;
Terraria;PC;Action;0.14;8.5;1613;T;;
Derby Stallion Gold;3DS;Sports;0.14;;;;;
CSI: 3 Dimensions of Murder;PS2;Adventure;0.14;tbd;;M;;
Barbarian;PS2;Fighting;0.14;tbd;;T;;
Tennis no Oji-Sama: Aim at The Victory!;GBA;Sports;0.14;;;;;
L.A. Rush;XB;Racing;0.14;3;4;T;;
Rubik's World;Wii;Puzzle;0.14;tbd;;E;;
Record of Agarest War 2;PS3;Role-Playing;0.14;7.2;36;T;;
QuickSpot;DS;Misc;0.14;tbd;;E10+;;
Lunar 2: Eternal Blue(sales; but wrong system);1994;0;;;;;
Pipe Dreams 3D;PS;Puzzle;0.14;tbd;;E;;
Skylanders Giants;3DS;Action;0.14;5;13;E10+;;
Spider-Man: Friend or Foe;Wii;Action;0.14;8;6;E10+;;
Fox Sports Golf '99;PS;Sports;0.14;;;;;
Power Rangers: Super Legends;PS2;Action;0.14;3;5;E10+;;
Jurassic: The Hunted;PS2;Shooter;0.14;tbd;;T;;
Sakura Wars GB;GB;Adventure;0.14;;;;;
Shining Force CD;SCD;Strategy;0.14;;;;;
Fatal Frame;PS2;Action;0.14;8.9;72;T;;
Rayman 3;GBA;Platform;0.14;7.8;8;E;;
The Fifth Element;PS;Action;0.14;;;;;
BlazBlue: Chrono Phantasma Extend;PS4;Action;0.14;7.7;31;T;;
Okaeri! Chibi-Robo! Happy Richie Oosouji;DS;Adventure;0.14;;;;;
Wild ARMs 4;PS2;Role-Playing;0.14;7.3;17;T;;
Ratatouille;GC;Action;0.14;5.6;7;E;;
G.I. Joe: The Rise of Cobra;PS2;Action;0.14;2.3;6;T;;
Casper: Spirit Dimensions;PS2;Platform;0.14;3.5;6;E;;
Super Robot Taisen OG Saga: Endless Frontier (JP sales);DS;Role-Playing;0.14;;;;;
Sengoku Musou 3 Empires;PS3;Action;0.14;;;;;
Thunder Truck Rally;PS;Racing;0.14;;;;;
Klonoa: Empire of Dreams;GBA;Platform;0.14;;;;;
SafeCracker: The Ultimate Puzzle Adventure;DS;Puzzle;0.14;tbd;;E;;
Geometry Wars: Galaxies;DS;Shooter;0.14;7.9;26;E;;
Famista Returns;3DS;Sports;0.14;;;;;
Syndicate;PS3;Shooter;0.14;6.5;106;M;;
Adrenalin Misfits;X360;Racing;0.14;tbd;;E;;
Karaoke Revolution Glee: Volume 3;X360;Misc;0.14;tbd;;T;;
Cave Story 3D;3DS;Platform;0.14;7.7;72;E10+;;
Iron & Blood;PS;Fighting;0.14;;;;;
Mega Man Powered Up;PSP;Platform;0.14;7.5;36;E;;
Balloon Pop;DS;Puzzle;0.14;tbd;;E;;
Class of Heroes;PSP;Role-Playing;0.14;7.1;12;T;;
Second Sight;PS2;Adventure;0.14;8;23;T;;
Heroes of Mana;DS;Strategy;0.14;tbd;;E10+;;
Alien: Isolation;PC;Shooter;0.14;8.4;1588;M;;
G.I. Joe: The Rise of Cobra;PSP;Action;0.14;tbd;;T;;
Just Cause 3;PC;Action;0.14;5.3;529;M;;
Monster House;PS2;Adventure;0.14;tbd;;E10+;;
Phantom Brave;PS2;Role-Playing;0.14;7.9;22;T;;
Thor: God of Thunder;X360;Action;0.14;5.7;22;T;;
Championship Motocross 2001 featuring Ricky Carmichael;PS;Racing;0.14;tbd;;T;;
Kenka Banchou 5: Otoko no Housoku;PSP;Action;0.14;;;;;
Bejeweled 3;PS3;Puzzle;0.14;8.2;5;E;;
Doshin the Giant;GC;Simulation;0.14;;;;;
Star Ocean: Blue Sphere;GB;Role-Playing;0.14;;;;;
Shrek 2 and Shark Tale 2-in-1 Pack;GBA;Misc;0.14;;;;;
Mojo!;PS2;Puzzle;0.14;;;;;
Kamen Rider Ryuki;PS;Action;0.14;;;;;
Front Mission Alternative;PS;Strategy;0.14;;;;;
World Championship Poker: Howard Lederer - All In;PSP;Misc;0.14;;;;;
FIFA Soccer 2005;GC;Sports;0.14;8.5;6;E;;
Harvest Moon: Hero of Leaf Valley;PSP;Simulation;0.14;7.9;12;E;;
Diner Dash: Flo on the Go;DS;Puzzle;0.14;tbd;;E;;
Hexyz Force;PSP;Role-Playing;0.14;7.3;21;T;;
Power Stone;DC;Fighting;0.14;;;;;
Jonny Moseley Mad Trix;PS2;Sports;0.14;5.7;6;T;;
Uta no * Prince-Sama: Repeat;PSP;Adventure;0.14;;;;;
Senran Kagura Burst: Guren no Sh?jo-tachi;3DS;Action;0.14;;;;;
MTV Music Generator 3: This Is the Remix;PS2;Misc;0.14;8.6;8;T;;
Cake Mania 3;DS;Simulation;0.14;tbd;;E;;
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman;PSP;Role-Playing;0.14;;;;;
Gundam Breaker 2;PS3;Action;0.14;;;;;
.hack//Link;PSP;Role-Playing;0.14;;;;;
Terminator 3: Rise of the Machines;XB;Action;0.14;2;10;T;;
SSX On Tour;XB;Sports;0.14;8.1;10;E;;
NCAA College Basketball 2K3;XB;Sports;0.14;8.4;5;E;;
Victorious Boxers: Revolution;Wii;Fighting;0.14;5.4;8;T;;
Farming Simulator 2013;PS3;Simulation;0.14;2.9;9;E;;
The Legend of Heroes II: Prophecy of the Moonlight Witch;PSP;Role-Playing;0.14;6.9;11;E10+;;
Doom;GBA;Shooter;0.14;8.5;15;T;;
Hidden Mysteries: Salem Secrets - Witch Trials of 1692;DS;Puzzle;0.14;;;;;
Mary-Kate and Ashley: Winners Circle;PS;Action;0.14;;;;;
Jewel Quest Solitaire;DS;Puzzle;0.14;;;;;
PaRappa The Rapper 2;PS2;Misc;0.14;6.6;26;E;;
OutRun 2;XB;Racing;0.14;;;;;
Okami;PS3;Action;0.14;;;;;
Marvel vs. Capcom 2: New Age of Heroes;DC;Fighting;0.14;;;;;
Super Dodgeball Brawlers;DS;Sports;0.14;tbd;;E;;
NFL Head Coach 09;PS3;Sports;0.14;7.1;12;E;;
Hitman: Blood Money;XB;Action;0.14;9.1;32;M;;
Soukaigi;PS;Role-Playing;0.14;;;;;
PANGYA: Fantasy Golf;PSP;Sports;0.14;7;13;E10+;;
Fast Food Panic;DS;Simulation;0.14;tbd;;E;;
Pipe Mania;PS2;Puzzle;0.14;tbd;;E;;
Xevious 3D/G+;PS;Shooter;0.14;;;;;
Metal Gear Solid V: Ground Zeroes;X360;Action;0.14;5.7;148;M;;
Gretzky NHL 06;PSP;Sports;0.14;6.8;4;E10+;;
Shonen Jump's Shaman King: Master of Spirits;GBA;Role-Playing;0.14;;;;;
Kid Adventures: Sky Captain;Wii;Action;0.14;tbd;;E;;
NFL Blitz 20-03;XB;Sports;0.14;7.8;4;E;;
PaRappa The Rapper;PSP;Misc;0.14;5.2;16;E;;
Pirates: The Legend of Black Kat;PS2;Adventure;0.14;7.9;8;T;;
Fur Fighters: Viggo's Revenge;PS2;Action;0.14;7.3;37;T;;
Thor: God of Thunder;PS3;Action;0.14;4.4;19;T;;
Krull;2600;Action;0.14;;;;;
The Walking Dead: Season One;PSV;Adventure;0.14;;;;;
Yu-Gi-Oh! Monster Capture GB;GB;Role-Playing;0.14;;;;;
Zapper: One Wicked Cricket!;GBA;Platform;0.14;;;;;
Skylanders Imaginators;PS4;Platform;0.14;5.5;17;E10+;;
NewU Fitness First Mind Body; Yoga & Pilates Workout;2010;0.01;;;;;
The Da Vinci Code;PS2;Action;0.14;8;24;T;;
Scooby-Doo! Night of 100 Frights;XB;Platform;0.14;;;;;
Naruto Shippuden: Ninja Destiny 3;DS;Fighting;0.14;;;;;
Ford Racing Off Road;PSP;Racing;0.14;tbd;;E;;
Chicken Shoot;DS;Action;0.14;3.1;7;E10+;;
Dead to Rights;GC;Shooter;0.14;8.7;7;M;;
Scarface: The World is Yours;Wii;Action;0.14;8.4;29;M;;
Top Spin 4;Wii;Sports;0.14;7.4;7;E;;
Sphinx and the Cursed Mummy;GC;Action;0.14;8.8;12;T;;
Disney's Planes;Wii;Simulation;0.14;tbd;;E;;
MX vs. ATV Reflex;DS;Racing;0.14;tbd;;E;;
Hero's Saga Laevatein Tactics;DS;Role-Playing;0.14;tbd;;T;;
Cabela's Outdoor Adventures (2009);PS2;Sports;0.14;6.6;5;T;;
Cranium Kabookii;Wii;Misc;0.14;5.4;13;E;;
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy;PS;Adventure;0.14;;;;;
Active Life Explorer;Wii;Sports;0.14;tbd;;E;;
XCOM 2;PS4;Strategy;0.14;8;116;T;;
Naruto RPG 2: Chidori vs Rasengan;DS;Role-Playing;0.14;;;;;
Our House Party!;Wii;Simulation;0.14;;;;;
Pro Evolution Soccer 2015;XOne;Sports;0.14;7.3;65;E;;
Project V6;PS;Strategy;0.14;;;;;
Destruction Derby Raw;PS;Racing;0.14;7.3;14;E;;
Risen 2: Dark Waters;X360;Role-Playing;0.14;6;58;M;;
World Tour Soccer 2003;PS2;Sports;0.14;8.3;7;E;;
Akiba's Trip;PSP;Adventure;0.14;;;;;
Arctic Tale;DS;Adventure;0.14;tbd;;E;;
Bravo Air Race;PS;Racing;0.14;;;;;
Onimusha Essentials;PS2;Action;0.14;tbd;;M;;
Gundam: The Battle Master;PS;Fighting;0.14;;;;;
Ben 10 Galactic Racing;3DS;Racing;0.14;tbd;;E;;
ArmA II;PC;Shooter;0.14;7.5;589;M;;
WWE 2K17;PS3;Sports;0.14;4.1;9;T;;
Spyro: A Hero's Tail;XB;Platform;0.14;9.1;10;E;;
¡Shin Chan Flipa en colores!;DS;Platform;0.14;;;;;
Cities: Skylines;PC;Simulation;0.14;8.9;1404;E;;
Drawn to Life Collection;DS;Misc;0.14;tbd;;E;;
Eternal Poison;PS2;Role-Playing;0.14;8.2;9;T;;
Gretzky NHL 06;PS2;Sports;0.14;tbd;;E10+;;
Gungrave: Overdose;PS2;Shooter;0.14;8.7;12;M;;
Metal Slug Anthology;Wii;Shooter;0.14;8;22;T;;
Kidou Senshi Gundam: Shin Gihren no Yabou;PSP;Strategy;0.14;;;;;
The Orange Box;PC;Shooter;0.14;9.3;1495;M;;
Shovel Knight;3DS;Platform;0.14;8.2;225;E;;
Pro Evolution Soccer 2015;X360;Sports;0.14;6.8;29;E;;
NBA ShootOut 2002;PS;Sports;0.14;tbd;;E;;
The Granstream Saga;PS;Role-Playing;0.14;;;;;
Power Gig: Rise of the SixString;PS3;Misc;0.14;0.5;4;T;;
Mr. Driller: Drill Spirits;DS;Puzzle;0.14;8.9;9;E;;
Bio FREAKS;N64;Action;0.14;;;;;
Bassmasters 2000;N64;Sports;0.14;;;;;
WCW Backstage Assault;N64;Action;0.14;;;;;
Micro Machines 64 Turbo;N64;Racing;0.14;;;;;
Baldur's Gate: Dark Alliance;GC;Role-Playing;0.14;7.7;22;T;;
Holy Invasion of Privacy; Badman! What Did I Do to Deserve This?;2007;0;;;;;
Eternal Eyes;PS;Role-Playing;0.14;;;;;
The Walking Dead: Season Two;XOne;Adventure;0.14;;;;;
Dream Pinball 3D;Wii;Misc;0.14;7.6;7;E10+;;
Fate/Unlimited Codes;PS2;Fighting;0.14;;;;;
Star Wars: Knights of the Old Republic;PC;Role-Playing;0.14;9;1497;T;;
The Operative: No One Lives Forever;PS2;Shooter;0.14;8;16;T;;
Gallop & Ride!;Wii;Sports;0.14;;;;;
Epidemic;PS;Shooter;0.14;;;;;
Monster House;GC;Adventure;0.14;tbd;;E10+;;
Backyard Sports: Sandlot Sluggers;DS;Sports;0.14;tbd;;E;;
Dead or Alive 2;DC;Fighting;0.14;;;;;
Buck Fever;Wii;Sports;0.14;tbd;;T;;
Monster Hunter Diary: Poka Poka Airou Village DX;3DS;Action;0.14;;;;;
Cabela's African Safari;X360;Sports;0.14;5;8;T;;
NCAA Basketball Final Four 97;PS;Sports;0.14;;;;;
Ecco the Dolphin: Defender of the Future;PS2;Adventure;0.14;8.5;11;E;;
Atari's Greatest Hits: Volume 1;DS;Misc;0.14;;;;;
The Bombing Islands;PS;Platform;0.14;;;;;
Yogi Bear: The Video Game;DS;Action;0.14;;;;;
Earth Defense Force 2: Invaders from Planet Space;PSP;Action;0.14;;;;;
Just Cause;X360;Action;0.14;7.2;52;M;;
Hot Wheels: Beat That!;Wii;Racing;0.14;5.3;9;E;;
X-Blades;X360;Action;0.14;5.4;14;M;;
Odin Sphere: Leifthrasir;PSV;Role-Playing;0.14;7.9;83;T;;
Homefront: The Revolution;XOne;Shooter;0.14;4.1;106;M;;
Gyakuten Saiban 2;GBA;Action;0.14;;;;;
Godzilla: Save the Earth;XB;Fighting;0.14;8.2;6;T;;
Micro Machines;PS2;Racing;0.14;tbd;;E;;
TRINITY: Souls of Zill O'll;PS3;Role-Playing;0.14;6.2;33;T;;
Detective Barbie: The Mystery Cruise;PS;Adventure;0.14;;;;;
Jim Henson's the Muppets: On With the Show!;GBA;Action;0.14;;;;;
Desire;SAT;Adventure;0.14;;;;;
Asphalt: Urban GT 2;DS;Racing;0.14;6.9;13;E10+;;
Pro Yaky? Spirits 2014;PS3;Sports;0.14;;;;;
Virtua Tennis 4;Wii;Sports;0.14;7.5;4;E;;
Tim Burton's The Nightmare Before Christmas: The Pumpkin King;GBA;Platform;0.14;5.5;6;E10+;;
Frank Thomas Big Hurt Baseball;PS;Sports;0.14;;;;;
Power Pro Kun Pocket 8;DS;Sports;0.14;;;;;
Enclave;XB;Adventure;0.14;8.4;13;M;;
Sid Meier's Pirates!;XB;Strategy;0.14;;;;;
Wild ARMs XF;PSP;Role-Playing;0.14;6.6;19;E10+;;
Bottom of the 9th;PS;Sports;0.14;;;;;
7 Days to Die;PS4;Action;0.14;5.9;140;M;;
Rayman Legends;PSV;Platform;0.14;8.4;159;E10+;;
Dino Crisis 3;XB;Action;0.14;4.1;22;M;;
NFL Blitz 20-03;GC;Sports;0.14;tbd;;E;;
The King of Fighters '94 (CD);NG;Fighting;0.14;;;;;
Horse Life Adventures;Wii;Simulation;0.14;tbd;;E;;
College Hoops 2K8;PS3;Sports;0.14;5.2;6;E;;
Risen;PC;Role-Playing;0.14;8.1;676;M;;
Barbie Explorer;PS;Platform;0.14;;;;;
Disney's Chicken Little;XB;Platform;0.14;tbd;;E10+;;
Transformers: Devastation;XOne;Action;0.14;7.9;55;T;;
The Darkness II;PC;Shooter;0.14;7.6;448;M;;
Age of Empires: Collector's Edition;PC;Strategy;0.14;8;6;T;;
Agile Warrior F-111X;PS;Simulation;0.14;;;;;
Jikkyou Powerful Pro Yakyuu Wii;Wii;Sports;0.14;;;;;
Eragon;X360;Action;0.14;5.7;24;T;;
Dynasty Warriors 7: Empires;PS3;Action;0.14;8;22;T;;
Super Puzzle Fighter II Turbo;PS;Puzzle;0.14;7.4;5;E;;
Star Wars: Jedi Power Battles;GBA;Action;0.14;tbd;;T;;
Scene It? Bright Lights! Big Screen!;Wii;Misc;0.14;;;;;
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation;GC;Fighting;0.14;;;;;
Bejeweled 3;X360;Puzzle;0.14;8.4;11;E;;
Space Venus starring Morning Musume;PS2;Misc;0.14;;;;;
To Heart;PS;Adventure;0.14;;;;;
Let's Cheer;X360;Misc;0.14;;;;;
RockMan & Forte;SNES;Platform;0.14;;;;;
Doukyuusei;TG16;Adventure;0.14;;;;;
Dead Island Definitive Collection;PS4;Action;0.14;6.4;45;M;;
Dragon Age: Origins - Ultimate Edition;PC;Role-Playing;0.14;;;;;
MySims Collection;Wii;Misc;0.14;tbd;;E;;
Master Jin Jin's IQ Challenge;DS;Misc;0.14;tbd;;E;;
Blazing Angels 2: Secret Missions of WWII;X360;Simulation;0.14;7.8;12;T;;
The History Channel: Civil War - A Nation Divided;X360;Shooter;0.14;;;;;
Rayman Arena;GC;Racing;0.14;7.2;6;E;;
FIFA 06 Soccer;GC;Sports;0.14;;;;;
DmC: Devil May Cry;XOne;Action;0.14;;;;;
How to Train Your Dragon;X360;Action;0.14;7.6;10;E10+;;
Farming Simulator 2012;3DS;Action;0.14;;;;;
4x4 EVO 2;GC;Racing;0.14;tbd;;E;;
Pro Yakyuu Netsu Star 2006;PS2;Sports;0.14;;;;;
Battlefield: Hardline;PC;Shooter;0.14;3.8;773;M;;
Cyber Sled;PS;Action;0.14;;;;;
Puyo Puyo!! 20th Anniversary;DS;Puzzle;0.14;;;;;
Shining Soul;GBA;Role-Playing;0.14;8.5;8;E;;
Brothers: A Tale of Two Sons;PS4;Adventure;0.14;8.6;73;T;;
Monster Lab;DS;Role-Playing;0.14;tbd;;E10+;;
In the Hunt;PS;Shooter;0.14;;;;;
Daytona USA Championship Circuit Edition;SAT;Racing;0.14;;;;;
Marvel vs. Capcom 2: New Age of Heroes;XB;Fighting;0.14;;;;;
SNK vs. Capcom: The Match of the Millennium;PS2;Fighting;0.14;;;;;
Dead Rising 2;PC;Action;0.14;6.3;211;M;;
Paws & Claws: Pet Vet 2;DS;Simulation;0.14;;;;;
Ape Escape Academy (jp sales);PSP;Misc;0.14;;;;;
Fear Factor: Unleashed;GBA;Action;0.14;3;4;T;;
Hard Rock Casino;PSP;Misc;0.14;tbd;;T;;
Robots;DS;Action;0.14;6.7;6;E;;
Houshinengi;PS;Strategy;0.14;;;;;
7th Dragon;DS;Role-Playing;0.14;;;;;
Bust-A-Move Deluxe;PSP;Puzzle;0.14;tbd;;E;;
Murdered: Soul Suspect;PS3;Action;0.14;7.1;55;M;;
Pet Pals: Animal Doctor;Wii;Simulation;0.14;tbd;;E10+;;
LEGO Island Xtreme Stunts;GBA;Racing;0.14;;;;;
Shining Resonance;PS3;Role-Playing;0.14;;;;;
Heroes over Europe;X360;Simulation;0.14;8.1;9;T;;
Alvin and the Chipmunks;DS;Misc;0.14;tbd;;E;;
Create;X360;Action;0.14;5.8;10;E;;
World Soccer Winning Eleven 9 Bonus Pack;PS2;Sports;0.14;;;;;
UEFA Euro 2004: Portugal;PS2;Sports;0.14;6.4;18;E;;
Happy Feet;Wii;Action;0.14;6.7;16;E;;
Hot Wheels: World Race;GBA;Racing;0.14;6.2;5;E;;
Major League Baseball 2K8;Wii;Sports;0.14;;;;;
Lips: I Love The 80s;X360;Misc;0.14;;;;;
NBA Jam;XB;Sports;0.14;9.1;7;E;;
World Tour Soccer 2002;PS2;Sports;0.14;7.5;10;E;;
NBA Ballers: Chosen One;PS3;Sports;0.14;6.5;4;E;;
Nicktoons: MLB;Wii;Sports;0.14;tbd;;E;;
NCIS;X360;Adventure;0.14;4.7;7;T;;
Travel Games For Dummies;DS;Misc;0.14;tbd;;E;;
Interactive Sampler Disc 6;PS;Misc;0.14;;;;;
Shinobido 2: Tales of the Ninja;PSV;Action;0.14;;;;;
Apex;XB;Racing;0.14;9.1;7;E;;
Kamen Rider Battle: Ganbaride;DS;Strategy;0.14;;;;;
Persona 4: Arena Ultimax;PS3;Fighting;0.14;8.1;85;T;;
Tomb Raider: The Prophecy;GBA;Action;0.14;8.8;13;T;;
Vampire Night;PS2;Shooter;0.14;8;5;T;;
Valhalla Knights: Eldar Saga;Wii;Role-Playing;0.14;6.7;19;T;;
Guilty Gear;PS;Fighting;0.14;;;;;
Rio;PS3;Misc;0.14;tbd;;E10+;;
Scene It? Bright Lights! Big Screen!;X360;Misc;0.14;;;;;
World Championship Poker 2: Featuring Howard Lederer;PSP;Misc;0.14;2.8;17;T;;
BIT.TRIP SAGA;3DS;Misc;0.14;7.8;24;E;;
Mary-Kate and Ashley: Crush Course;PS;Action;0.14;;;;;
NHL Breakaway 98;PS;Sports;0.14;;;;;
Where the Wild Things Are;DS;Platform;0.14;tbd;;E;;
Metal Slug 7;DS;Shooter;0.14;7.4;13;T;;
Call of Duty: Infinite Warfare;PC;Shooter;0.14;3;440;M;;
Disney's Cinderella: Magical Dreams;GBA;Platform;0.14;tbd;;E;;
MotoGP '06;X360;Racing;0.14;7.7;13;E;;
Tiger Woods PGA Tour 2005;GC;Sports;0.14;tbd;;E;;
G.I. Joe: The Rise of Cobra;DS;Action;0.14;7.5;4;E10+;;
Spider-Man: Edge of Time;DS;Action;0.14;tbd;;E10+;;
Gourmet Chef: Cook Your Way to Fame;DS;Misc;0.14;tbd;;E;;
Fashion Studio: Paris Collection;DS;Misc;0.14;tbd;;E;;
Salt Lake 2002;PS2;Sports;0.14;3.5;6;E;;
ESPN MLB Baseball;XB;Sports;0.14;;;;;
Gladius;XB;Strategy;0.14;8.5;22;T;;
Legends of Wrestling;XB;Fighting;0.14;5.8;4;T;;
Queen's Gate: Spiral Chaos;PSP;Role-Playing;0.14;;;;;
Nayuta no Kiseki;PSP;Action;0.14;;;;;
Magnetica;DS;Puzzle;0.14;8.1;11;E;;
Red Orchestra 2: Heroes of Stalingrad;PC;Shooter;0.14;7.3;729;M;;
Spy Hunter 2;XB;Racing;0.13;tbd;;T;;
Open Season;DS;Platform;0.13;tbd;;E;;
Avatar: The Last Airbender - The Burning Earth;X360;Action;0.13;;;;;
